ID;Name;Total Paid;Pending;Date
24;Cliente 24;148.0;0;2014-02-06
40;Cliente 40;130.0;0;2014-02-06
0;Cliente Sauna;44944.0;0;2015-02-06
0;Cliente Sauna;9928.0;0;2014-03-06
6;Cliente 6;450.0;0;2014-03-06
13;Cliente 13;59.0;529.0;2014-03-06
17;Cliente 17;4.0;681.34;2014-03-06
23;Cliente 23;0;655.3399999999999;2014-03-06
24;Cliente 24;401.0;0;2014-03-06
56;Cliente 56;106.0;0;2014-03-06
0;Cliente Sauna;51073.0;0;2015-03-06
39;Cliente 39;1817.5;0;2015-03-06
0;Cliente Sauna;25681.0;0;2015-04-06
11;Cliente 11;513.0;149.0;2015-04-06
19;Cliente 19;917.5;0;2015-04-06
23;Cliente 23;0;902.0099999999999;2015-04-06
39;Cliente 39;1016.5;0;2015-04-06
0;Cliente Sauna;4256.0;0;2014-05-06
40;Cliente 40;800.0;0;2014-05-06
0;Cliente Sauna;59023.0;0;2014-06-06
6;Cliente 6;1718.0;0;2014-06-06
14;Cliente 14;0;920.0;2014-06-06
23;Cliente 23;0;1111.34;2014-06-06
0;Cliente Sauna;79357.0;0.0;2014-08-06
6;Cliente 6;2557.5;0;2014-08-06
14;Cliente 14;0;1195.0;2014-08-06
21;Cliente 21;1389.0;407.0;2014-08-06
60;Cliente 60;255.0;476.0;2014-08-06
0;Cliente Sauna;77942.0;0;2014-09-06
5;Cliente 5;1616.0;0;2014-09-06
6;Cliente 6;2386.5;0;2014-09-06
19;Cliente 19;1878.5;0;2014-09-06
0;Cliente Sauna;55794.0;0;2014-10-06
21;Cliente 21;1328.0;0;2014-10-06
23;Cliente 23;0;1498.01;2014-10-06
0;Cliente Sauna;64976.0;0;2014-11-06
0;Cliente Sauna;12683.0;0;2014-12-06
4;Cliente 4;1890.0;0;2014-12-06
16;Cliente 16;1043.0;0.0;2014-12-06
19;Cliente 19;2042.5;33.0;2014-12-06
0;Cliente Sauna;4.16e4;0;2015-01-07
4;Cliente 4;140.0;0;2015-01-07
38;Cliente 38;75.0;0;2015-01-07
61;Cliente 61;140.0;0;2015-01-07
68;Cliente 68;150.0;0;2015-01-07
0;Cliente Sauna;23722.0;0;2014-02-07
39;Cliente 39;832.5;53.0;2014-02-07
0;Cliente Sauna;61347.0;0;2015-02-07
1;Cliente 1;500.0;0;2015-02-07
4;Cliente 4;390.0;0;2015-02-07
6;Cliente 6;1930.5;0;2015-02-07
0;Cliente Sauna;24877.0;0.0;2014-03-07
4;Cliente 4;610.0;0;2014-03-07
11;Cliente 11;262.0;228.0;2014-03-07
21;Cliente 21;600.0;0;2014-03-07
39;Cliente 39;832.5;82.0;2014-03-07
0;Cliente Sauna;69680.0;0;2015-03-07
11;Cliente 11;262.0;328.0;2015-03-07
0;Cliente Sauna;47768.0;0.0;2014-04-07
4;Cliente 4;860.0;0;2014-04-07
16;Cliente 16;462.0;66.0;2014-04-07
17;Cliente 17;4.0;800.01;2014-04-07
19;Cliente 19;1022.5;0;2014-04-07
20;Cliente 20;233.0;906.0;2014-04-07
21;Cliente 21;1007.0;174.0;2014-04-07
24;Cliente 24;559.0;0;2014-04-07
49;Cliente 49;580.0;0;2014-04-07
0;Cliente Sauna;45611.0;0;2015-04-07
40;Cliente 40;540.0;0;2015-04-07
0;Cliente Sauna;4.83e4;0;2014-05-07
0;Cliente Sauna;10338.0;0;2014-06-07
2;Cliente 2;1284.0;0;2014-06-07
7;Cliente 7;97.0;300.0;2014-06-07
36;Cliente 36;359.0;0;2014-06-07
39;Cliente 39;498.0;28.0;2014-06-07
41;Cliente 41;17.0;618.0099999999999;2014-06-07
43;Cliente 43;19.0;232.01000000000002;2014-06-07
44;Cliente 44;15.0;228.01000000000002;2014-06-07
60;Cliente 60;119.0;156.0;2014-06-07
0;Cliente Sauna;48150.0;0;2014-07-07
6;Cliente 6;1091.0;0;2014-07-07
21;Cliente 21;1077.0;234.0;2014-07-07
0;Cliente Sauna;25532.0;0;2014-08-07
4;Cliente 4;1330.0;0;2014-08-07
16;Cliente 16;818.0;0;2014-08-07
20;Cliente 20;233.0;1460.0;2014-08-07
21;Cliente 21;653.0;0;2014-08-07
61;Cliente 61;780.0;0;2014-08-07
0;Cliente Sauna;13120.0;0;2014-10-07
22;Cliente 22;1080.0;296.0;2014-10-07
64;Cliente 64;746.0;0;2014-10-07
0;Cliente Sauna;72708.0;0;2014-11-07
0;Cliente Sauna;1722.0;0;2015-01-08
21;Cliente 21;50.0;0;2015-01-08
22;Cliente 22;150.0;0;2015-01-08
0;Cliente Sauna;15642.0;0;2014-02-08
2;Cliente 2;380.0;0;2014-02-08
6;Cliente 6;462.0;0;2014-02-08
16;Cliente 16;224.0;58.0;2014-02-08
17;Cliente 17;4.0;469.67;2014-02-08
24;Cliente 24;170.0;0;2014-02-08
0;Cliente Sauna;74497.0;0;2014-03-08
6;Cliente 6;2384.5;0;2014-03-08
11;Cliente 11;279.0;311.0;2014-03-08
13;Cliente 13;59.0;609.0;2014-03-08
16;Cliente 16;374.0;28.0;2014-03-08
17;Cliente 17;4.0;709.34;2014-03-08
19;Cliente 19;769.5;0;2014-03-08
20;Cliente 20;233.0;392.0;2014-03-08
21;Cliente 21;1389.0;0;2014-03-08
23;Cliente 23;0;683.3399999999999;2014-03-08
24;Cliente 24;429.0;0;2014-03-08
41;Cliente 41;17.0;486.00999999999993;2014-03-08
43;Cliente 43;19.0;100.01;2014-03-08
44;Cliente 44;15.0;96.01;2014-03-08
0;Cliente Sauna;42638.0;0;2014-04-08
11;Cliente 11;513.0;249.0;2014-04-08
21;Cliente 21;964.0;137.0;2014-04-08
40;Cliente 40;670.0;0;2014-04-08
0;Cliente Sauna;75143.0;0;2015-04-08
21;Cliente 21;1389.0;100.0;2015-04-08
0;Cliente Sauna;13326.0;0;2014-05-08
4;Cliente 4;970.0;0;2014-05-08
8;Cliente 8;207.0;0;2014-05-08
17;Cliente 17;4.0;1054.67;2014-05-08
18;Cliente 18;0;902.67;2014-05-08
21;Cliente 21;155.0;11.0;2014-05-08
57;SCliente 57;130.0;0;2014-05-08
58;Cliente 58;130.0;0;2014-05-08
0;Cliente Sauna;33727.0;0;2014-07-08
0;Cliente Sauna;51259.0;0;2014-08-08
9;Cliente 9;547.0;0;2014-08-08
11;Cliente 11;546.0;261.0;2014-08-08
15;Cliente 15;430.0;0;2014-08-08
25;Cliente 25;5.0;0;2014-08-08
29;Cliente 29;660.0;120.0;2014-08-08
52;Cliente 52;5.0;0;2014-08-08
57;SCliente 57;205.0;0;2014-08-08
58;Cliente 58;205.0;0;2014-08-08
62;Cliente 62;5.0;0;2014-08-08
0;Cliente Sauna;19245.0;0;2014-09-08
7;Cliente 7;97.0;560.0;2014-09-08
21;Cliente 21;309.0;100.0;2014-09-08
53;Cliente 53;75.0;0;2014-09-08
0;Cliente Sauna;28532.0;0;2014-10-08
37;Cliente 37;735.0;0;2014-10-08
38;Cliente 38;907.0;0;2014-10-08
61;Cliente 61;1060.0;0;2014-10-08
0;Cliente Sauna;48901.0;0;2014-11-08
6;Cliente 6;1093.0;0;2014-11-08
7;Cliente 7;97.0;710.0;2014-11-08
21;Cliente 21;1227.0;84.0;2014-11-08
0;Cliente Sauna;22018.0;0;2014-12-08
17;Cliente 17;4.0;1651.3400000000001;2014-12-08
23;Cliente 23;0;1698.01;2014-12-08
42;Cliente 42;71.0;168.0;2014-12-08
0;Cliente Sauna;60948.0;0;2015-01-09
0;Cliente Sauna;24163.0;0;2015-02-09
21;Cliente 21;459.0;0;2015-02-09
23;Cliente 23;0;432.66999999999996;2015-02-09
0;Cliente Sauna;63670.0;0;2015-03-09
4;Cliente 4;750.0;0;2015-03-09
15;Cliente 15;280.0;0;2015-03-09
0;Cliente Sauna;63254.0;0;2014-04-09
38;Cliente 38;487.0;0;2014-04-09
0;Cliente Sauna;30850.0;0;2015-04-09
17;Cliente 17;4.0;900.01;2015-04-09
21;Cliente 21;722.0;0;2015-04-09
69;Cliente 69;150.0;0;2015-04-09
70;Cliente 70;150.0;0;2015-04-09
71;Cliente 71;150.0;0;2015-04-09
0;Cliente Sauna;50828.0;0;2014-05-09
22;Cliente 22;724.0;392.0;2014-05-09
39;Cliente 39;1615.5;54.0;2014-05-09
0;Cliente Sauna;67232.0;0;2014-06-09
4;Cliente 4;1080.0;0;2014-06-09
24;Cliente 24;734.0;0;2014-06-09
0;Cliente Sauna;21486.0;0;2014-07-09
37;Cliente 37;495.0;65.0;2014-07-09
38;Cliente 38;682.0;0;2014-07-09
0;Cliente Sauna;32691.0;0;2014-08-09
2;Cliente 2;1524.0;0;2014-08-09
40;Cliente 40;1190.0;0;2014-08-09
0;Cliente Sauna;24278.0;0;2014-09-09
18;Cliente 18;0;1278.01;2014-09-09
0;Cliente Sauna;2.5e4;0;2014-10-09
4;Cliente 4;1610.0;0;2014-10-09
19;Cliente 19;2042.5;0;2014-10-09
20;Cliente 20;233.0;1955.0;2014-10-09
65;Cliente 65;540.0;0;2014-10-09
0;Cliente Sauna;65633.0;0;2014-12-09
0;Cliente Sauna;59367.0;0;2014-01-10
3;Cliente 3;0;8.0;2014-01-10
0;Cliente Sauna;23253.0;0;2015-01-10
7;Cliente 7;0;100.0;2015-01-10
0;Cliente Sauna;40434.0;0;2014-02-10
19;Cliente 19;49.0;104.0;2014-02-10
20;Cliente 20;130.0;267.0;2014-02-10
21;Cliente 21;960.0;141.0;2014-02-10
42;Cliente 42;37.0;0;2014-02-10
0;Cliente Sauna;3893.0;0;2015-02-10
39;Cliente 39;368.0;0;2015-02-10
0;Cliente Sauna;22567.0;0;2014-03-10
5;Cliente 5;654.0;0;2014-03-10
11;Cliente 11;282.0;308.0;2014-03-10
15;Cliente 15;410.0;0;2014-03-10
46;Cliente 46;94.0;0;2014-03-10
0;Cliente Sauna;50238.0;0;2015-03-10
0;Cliente Sauna;42836.0;0;2014-04-10
18;Cliente 18;0;816.01;2014-04-10
20;Cliente 20;233.0;908.0;2014-04-10
23;Cliente 23;0;904.0099999999999;2014-04-10
0;Cliente Sauna;7560.0;0;2014-05-10
0;Cliente Sauna;20541.0;0;2014-06-10
60;Cliente 60;119.0;178.0;2014-06-10
0;Cliente Sauna;69296.0;0;2014-07-10
14;Cliente 14;0;1135.0;2014-07-10
40;Cliente 40;1060.0;0;2014-07-10
0;Cliente Sauna;33119.0;0;2014-09-10
4;Cliente 4;1470.0;0;2014-09-10
21;Cliente 21;786.0;0;2014-09-10
0;Cliente Sauna;22127.0;0;2014-10-10
39;Cliente 39;832.5;0;2014-10-10
0;Cliente Sauna;5201.0;0;2014-11-10
23;Cliente 23;0;1598.01;2014-11-10
39;Cliente 39;368.0;150.0;2014-11-10
0;Cliente Sauna;29570.0;0;2014-12-10
37;Cliente 37;885.0;0;2014-12-10
38;Cliente 38;1057.0;0;2014-12-10
0;Cliente Sauna;12376.0;0;2014-01-11
16;Cliente 16;18.0;0;2014-01-11
28;Cliente 28;25.0;0;2014-01-11
0;Cliente Sauna;46446.0;0;2014-02-11
4;Cliente 4;500.0;0;2014-02-11
11;Cliente 11;200.0;150.0;2014-02-11
17;Cliente 17;4.0;471.67;2014-02-11
21;Cliente 21;970.0;211.0;2014-02-11
22;Cliente 22;430.0;212.0;2014-02-11
50;Cliente 50;18.0;234.0;2014-02-11
0;Cliente Sauna;19534.0;0;2015-02-11
37;Cliente 37;160.0;0;2015-02-11
38;Cliente 38;215.0;0;2015-02-11
68;Cliente 68;300.0;0;2015-02-11
0;Cliente Sauna;58764.0;0;2014-03-11
8;Cliente 8;192.0;0;2014-03-11
9;Cliente 9;228.0;0;2014-03-11
21;Cliente 21;1345.0;0;2014-03-11
0;Cliente Sauna;43810.0;0;2015-03-11
38;Cliente 38;357.0;0;2015-03-11
60;Cliente 60;25.0;0;2015-03-11
68;Cliente 68;450.0;0;2015-03-11
0;Cliente Sauna;32360.0;0;2014-04-11
21;Cliente 21;736.0;0;2014-04-11
39;Cliente 39;1466.5;0;2014-04-11
0;Cliente Sauna;29676.0;0;2014-06-11
14;Cliente 14;0;970.0;2014-06-11
0;Cliente Sauna;76836.0;0;2014-07-11
4;Cliente 4;1190.0;0;2014-07-11
0;Cliente Sauna;21786.0;0;2014-08-11
5;Cliente 5;1451.0;0;2014-08-11
39;Cliente 39;666.0;32.0;2014-08-11
0;Cliente Sauna;37721.0;0;2014-09-11
13;Cliente 13;415.0;1177.0;2014-09-11
16;Cliente 16;893.0;0;2014-09-11
0;Cliente Sauna;73631.0;0;2014-10-11
17;Cliente 17;4.0;1451.3400000000001;2014-10-11
0;Cliente Sauna;4335.0;0;2014-11-11
1;Cliente 1;1750.0;0;2014-11-11
4;Cliente 4;1750.0;0;2014-11-11
22;Cliente 22;1230.0;146.0;2014-11-11
0;Cliente Sauna;11466.0;0;2014-12-11
60;Cliente 60;600.0;131.0;2014-12-11
0;Cliente Sauna;2389.0;0;2015-01-12
6;Cliente 6;141.0;0;2015-01-12
65;Cliente 65;270.0;0;2015-01-12
66;Cliente 66;75.0;0;2015-01-12
67;Cliente 67;75.0;0;2015-01-12
0;Cliente Sauna;11958.0;0.0;2014-02-12
0;Cliente Sauna;37322.0;0;2015-02-12
0;Cliente Sauna;34046.0;0;2014-03-12
0;Cliente Sauna;61764.0;0;2015-03-12
18;Cliente 18;0;636.6700000000001;2015-03-12
22;Cliente 22;724.0;74.0;2015-03-12
69;Cliente 69;100.0;0;2015-03-12
70;Cliente 70;100.0;0;2015-03-12
71;Cliente 71;100.0;0;2015-03-12
0;Cliente Sauna;26013.0;0;2014-04-12
5;Cliente 5;847.0;24.0;2014-04-12
6;Cliente 6;626.0;0;2014-04-12
16;Cliente 16;494.0;34.0;2014-04-12
19;Cliente 19;1042.5;0;2014-04-12
20;Cliente 20;233.0;942.0;2014-04-12
26;Cliente 26;56.0;0;2014-04-12
27;Cliente 27;78.0;0;2014-04-12
54;Cliente 54;240.0;0;2014-04-12
55;Cliente 55;238.0;0;2014-04-12
0;Cliente Sauna;63505.0;0.0;2014-05-12
42;Cliente 42;69.0;170.0;2014-05-12
46;Cliente 46;171.0;0;2014-05-12
0;Cliente Sauna;25305.0;0;2014-06-12
0;Cliente Sauna;16096.0;0;2014-07-12
5;Cliente 5;1286.0;0;2014-07-12
13;Cliente 13;415.0;927.0;2014-07-12
16;Cliente 16;728.0;0;2014-07-12
0;Cliente Sauna;17389.0;0;2014-08-12
64;Cliente 64;446.0;0;2014-08-12
0;Cliente Sauna;67594.0;0;2014-09-12
39;Cliente 39;2186.5;0;2014-09-12
0;Cliente Sauna;41806.0;0;2014-11-12
37;Cliente 37;810.0;0;2014-11-12
38;Cliente 38;982.0;0;2014-11-12
61;Cliente 61;1.2e3;0;2014-11-12
0;Cliente Sauna;79014.0;0;2014-12-12
21;Cliente 21;1389.0;307.0;2014-12-12
39;Cliente 39;2857.5;0;2014-12-12
60;Cliente 60;627.0;104.0;2014-12-12
0;Cliente Sauna;24544.0;0.0;2014-01-13
13;Cliente 13;19.0;0;2014-01-13
0;Cliente Sauna;13439.0;0;2015-01-13
0;Cliente Sauna;35143.0;0;2014-02-13
9;Cliente 9;169.0;0;2014-02-13
17;Cliente 17;4.0;476.67;2014-02-13
18;Cliente 18;0;434.67;2014-02-13
20;Cliente 20;130.0;269.0;2014-02-13
22;Cliente 22;430.0;214.0;2014-02-13
23;Cliente 23;0;452.66999999999996;2014-02-13
24;Cliente 24;174.0;0;2014-02-13
0;Cliente Sauna;19737.0;0;2015-02-13
0;Cliente Sauna;7920.0;0;2014-03-13
18;Cliente 18;0;727.34;2014-03-13
21;Cliente 21;62.0;104.0;2014-03-13
0;Cliente Sauna;8103.0;0;2015-03-13
0;Cliente Sauna;47029.0;0;2014-05-13
0;Cliente Sauna;44370.0;0;2014-06-13
0;Cliente Sauna;42999.0;0;2014-08-13
7;Cliente 7;97.0;460.0;2014-08-13
37;Cliente 37;560.0;50.0;2014-08-13
38;Cliente 38;757.0;0;2014-08-13
0;Cliente Sauna;70515.0;0;2014-09-13
0;Cliente Sauna;50421.0;0;2014-10-13
6;Cliente 6;1228.0;0;2014-10-13
13;Cliente 13;415.0;1427.0;2014-10-13
20;Cliente 20;233.0;1959.0;2014-10-13
60;Cliente 60;590.0;141.0;2014-10-13
0;Cliente Sauna;20770.0;0;2014-11-13
18;Cliente 18;0;1478.01;2014-11-13
0;Cliente Sauna;44567.0;0;2014-12-13
2;Cliente 2;2084.0;0;2014-12-13
13;Cliente 13;715.0;1427.0;2014-12-13
0;Cliente Sauna;54777.0;0;2014-01-14
0;Cliente Sauna;33030.0;0;2015-01-14
13;Cliente 13;29.0;0;2015-01-14
14;Cliente 14;0;100.0;2015-01-14
37;Cliente 37;0;55.0;2015-01-14
0;Cliente Sauna;60357.0;0;2014-02-14
39;Cliente 39;1995.5;111.0;2014-02-14
0;Cliente Sauna;79244.0;0;2015-02-14
13;Cliente 13;52.0;257.0;2015-02-14
0;Cliente Sauna;58424.0;0;2014-03-14
21;Cliente 21;1335.0;0;2014-03-14
39;Cliente 39;1995.5;58.0;2014-03-14
0;Cliente Sauna;9379.0;0.0;2015-03-14
6;Cliente 6;155.0;0;2015-03-14
11;Cliente 11;282.0;380.0;2015-03-14
13;Cliente 13;65.0;603.0;2015-03-14
20;Cliente 20;233.0;558.0;2015-03-14
0;Cliente Sauna;51347.0;0;2014-04-14
21;Cliente 21;1237.0;74.0;2014-04-14
23;Cliente 23;0;910.0099999999999;2014-04-14
29;Cliente 29;650.0;130.0;2014-04-14
0;Cliente Sauna;3856.0;0;2014-05-14
9;Cliente 9;412.0;0;2014-05-14
0;Cliente Sauna;54313.0;0;2014-06-14
5;Cliente 5;1143.0;0;2014-06-14
0;Cliente Sauna;6.39e4;0;2014-07-14
60;Cliente 60;119.0;462.0;2014-07-14
0;Cliente Sauna;50026.0;0;2014-08-14
0;Cliente Sauna;16643.0;0;2014-10-14
0;Cliente Sauna;49603.0;0;2014-11-14
0;Cliente Sauna;38096.0;0.0;2014-01-15
1;Cliente 1;250.0;0;2014-01-15
4;Cliente 4;250.0;0;2014-01-15
5;Cliente 5;167.0;0;2014-01-15
12;Cliente 12;0;130.0;2014-01-15
13;Cliente 13;29.0;130.0;2014-01-15
16;Cliente 16;96.0;0;2014-01-15
17;Cliente 17;0;186.67000000000002;2014-01-15
18;Cliente 18;0;286.67;2014-01-15
19;Cliente 19;0;143.0;2014-01-15
20;Cliente 20;0;143.0;2014-01-15
21;Cliente 21;930.0;171.0;2014-01-15
22;Cliente 22;280.0;0;2014-01-15
23;Cliente 23;0;86.67;2014-01-15
27;Cliente 27;20.0;0;2014-01-15
37;Cliente 37;65.0;0;2014-01-15
38;Cliente 38;140.0;0;2014-01-15
0;Cliente Sauna;70048.0;0;2015-01-15
11;Cliente 11;0;17.0;2015-01-15
20;Cliente 20;0;233.0;2015-01-15
0;Cliente Sauna;17070.0;0;2014-02-15
7;Cliente 7;0;197.0;2014-02-15
13;Cliente 13;52.0;357.0;2014-02-15
41;Cliente 41;17.0;395.34;2014-02-15
43;Cliente 43;19.0;5.34;2014-02-15
44;Cliente 44;15.0;5.34;2014-02-15
0;Cliente Sauna;18766.0;0;2014-03-15
6;Cliente 6;478.0;0;2014-03-15
13;Cliente 13;65.0;703.0;2014-03-15
20;Cliente 20;233.0;572.0;2014-03-15
41;Cliente 41;17.0;488.00999999999993;2014-03-15
43;Cliente 43;19.0;102.01;2014-03-15
44;Cliente 44;15.0;98.01;2014-03-15
60;Cliente 60;40.0;0;2014-03-15
0;Cliente Sauna;25242.0;0;2014-04-15
9;Cliente 9;339.0;0;2014-04-15
11;Cliente 11;513.0;294.0;2014-04-15
14;Cliente 14;0;770.0;2014-04-15
21;Cliente 21;603.0;0;2014-04-15
0;Cliente Sauna;34251.0;0;2014-05-15
6;Cliente 6;799.0;0;2014-05-15
19;Cliente 19;1216.5;0;2014-05-15
0;Cliente Sauna;58031.0;0;2014-07-15
64;Cliente 64;288.0;0;2014-07-15
0;Cliente Sauna;14117.0;0;2014-08-15
0;Cliente Sauna;42264.0;0;2014-09-15
20;Cliente 20;233.0;1585.0;2014-09-15
